abstract,vol_title,date,url,n
"This article analyzes the measured results of 1.4 kWP grid connected photovoltaic plant. The facility is located in College of Engineering renewable energy research lab, Sultan Qaboos University, Oman. The aim of this study is to analyze the desert type PV performance under Muscat governorate climate conditions. The system was monitored since April 2012 and the generated energy was fed into grid through the low voltage supply. Various performance parameters of the PV system were evaluated which include efficiencies (PV module, system and inverter), performance ratio, capacity factor, and different types of PV system losses and yields. The maximum values of recorded ambient temperature, daytime PV module temperature, and solar radiation, were 48.7 °C and 69.14 °C in June, and 1344 W/m2 in March, respectively.The experimental results show that the total measured annual energy produced was 2217.6 kWh whereas the annual average daily reference yield, array yield, and final yield were 6.36 kWh/kWP-day, 4.56 kWh/kWP-day, and 4.10 kWh/kWP-day, respectively. The average annual performance ratio and capacity factor were 0.65 and 0.17 respectively while the annual average system efficiency, module efficiency, and inverter efficiency were 15%, 17.2%, and 91%, respectively. Furthermore, the average annual capture losses, system losses, and cell temperature losses were 1.8 h/day, 0.47 h/day, and 0.27 h/day, respectively. The findings from this study are providing useful information to policy makers and others about the performance of desert type PV system in Oman. The influence of the dust on the energy output and efficiency are presented. It was found that for the desert type PV, the reduction in energy production was 10% when the modules left uncleaned.",Volume 47,December 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/47/suppl/C,2
"As one of the most cost-effective means of carbon emission reduction, carbon tax has attracted considerable attention from economists and international organizations. This study applied a two-region dynamic computable general equilibrium (CGE) model to discover how differentiated carbon taxes among regions would affect the competitiveness of local industries, taking an inland city—Chongqing in China—as an example. The results show that when carbon tax is implemented, it can effectively decrease carbon emissions and intensity, and achieve China's Nationally Determined Contribution target by 2030. It will, however, also have varied effects on the macroeconomy, with GDP losses of 1.54% to 2.5%. Meanwhile, industrial competitiveness in Chongqing will be affected heterogeneously. When Chongqing's tax level is higher than the rest of China, agriculture, textile, food, transport equipment, machinery, and electronics sectors will benefit from increased output activity. Meanwhile, paper, chemicals, nonmetal production, and metal smelting will suffer output losses. Such varied sectoral effects can be explained by two effects—price effect and scale effect—in three markets: domestic, interprovincial, and foreign. Finally, based on China's practical situation, this paper makes policy suggestions that could mitigate the negative effects of carbon tax.",Volume 47,December 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/47/suppl/C,2
"This work provides empirical evidence of social and environmental impacts of the production phase of charcoal in Liberia, West Africa. It helps address a gap in information for stakeholders and establishes a baseline for more focused research and interventions efforts for the country's sector.Charcoal is often perceived as a maligned part of the energy ladder, mainly due to the environmental and health effects of its end use. This fuel is generally a small part of energy policies or left out altogether. Main efforts to curtail its impacts are aimed at reducing its use. The hope is that households will move away from this fuel all together. But evidence shows that cultural preference, socio-economic factors, and flaws in the concept of the energy ladder will ensure charcoal continues to be a significant part of the energy portfolio in Sub-Saharan Africa.The production phase of the fuel has received little attention particularly when considering the large environmental and social impacts faced by producers. In Liberia, where over 90% of the urban population depends on this fuel, very little is known about the situation faced by producers and the impacts resulting from it. The research team surveyed producers in key charcoal-production areas of Liberia and interviewed stakeholders from governmental and non-profit agencies.Results show that a majority of survey respondents do not replant when harvesting for production and use traditional earth mound kilns. Child labor and physical injury were common among respondents. Gender disparities and a lack of institutional support or formalization of the industry were identified. Policies aimed at the production phase of charcoal are generally absent in the country.Further research is needed to fully understand the situation in Liberia and more engagement with producers will be key. However, these initial findings point to the need for focused attention on the production phase of the fuel and attempt to fill the gap of available data from the field.",Volume 47,December 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/47/suppl/C,2
"This study investigated the status of Jatropha plants farming for biodiesel production in Rwanda. A total of 73 Jatropha farmers from five sectors namely, Kigarama, Kigina, Kirehe, Mahama and Nyamugali in Kirehe district, Eastern Province, were selected. The study examined eight key parameters that determine the status of Jatropha plants farming. These parameters are classification of Jatropha farmers, methods for Jatropha plants growing, government strategy on providing Jatropha quality seeds or seedlings to farmers, government involvement to initiate local farmers to cultivate Jatropha plants for biodiesel production, knowledge level of the farmers on Jatropha plants farming, Jatropha seeds yield, perception level of investing on Jatropha plants farming and opinions of the key players in the biodiesel project. Through interviews and questionnaires, information was gathered and analysed using both qualitative and quantitative methods.Result indicates that majority of the farmers (82%) in the five sectors reported that they were farming Jatropha plants as individual farmers while about 18% indicated that they were cultivating Jatropha plants as cooperatives. Majority of the farmers (70%) used agro-forestry farming technique due to shortage of farm lands. It was also revealed that most of the farmers (55%) have little knowledge on growing Jatropha plants. With regards to farmers using quality Jatropha seeds or seedlings, most farmers (93%) indicated that the government has not provided Jatropha seeds or seedlings. On the other hand, majority of the farmers (80%) stated that there have been very low involvements of the government to initiate farmers to cultivate Jatropha plants for biodiesel production project.In terms of Jatropha seeds yield, majority of the farmers (63%) in the five sectors rated Jatropha seed production level as low (between 1.1 and 2.9 t/ha/year) while about 33% stated that it was very low (between 0 and 1 t/ha/year). This was attributed to lack of reliable markets, low level of sensitisation, lack of preliminary studies on suitable areas for Jatropha plantation, lack of policy and institutional framework on biofuels, shortage of farm lands for intensification of Jatropha framing and low soil adaptation of the Jatropha plants. Due to low production level and lack of reliable markets, 71% of the total respondents considered Jatropha plants farming as a very low investment.Since there is no biodiesel production at the moment which would have created a reliable market for Jatropha seeds, Jatropha farming for biodiesel production in Rwanda is not viable. It is recommended that the government should carry out a feasibility study to generate knowledge on growth performance of various Jatropha species under the prevailing environmental conditions. In addition, due to shortage of land farms, the government should undertake economic assessment of growing Jatropha trees as hedges.",Volume 47,December 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/47/suppl/C,2
"In this work, ensiling of Festuca arundinacea (Tall Fescue, TF) prior to biogas production was studied and the effect of storage time, additives (pilot-scale trial) and mechanical pretreatment (full-scale trials) were investigated. In the pilot-scale test, TF was ensiled by adding two biological additives and stored for up to 9 months. In the full-scale test, two 7 ton TF piles (unchopped and chopped) were ensiled for 3 months. Both the ultimate CH4 potential and silage products were measured to evaluate the effect of ensiling. Results show that ensiling of TF resulted in well-preserved silages with low pH for most of the variants stored for up to nine months. The biological additives contained both hetero- and homo-fermentative lactic acid bacteria and enzymes showed a positive effect on both organic dry matter (ODM) preservation and biogas production. Full-scale ensiling presented silage quality with higher ODM losses if the grass is not cut prior to the ensiling process. In general, ensiling is an appropriate storage method for TF, allowing it to be used as a long-term feedstock for biogas plants.",Volume 47,December 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/47/suppl/C,2
"The metal kiln with heat distribution pipes is a new design of charcoal kiln for high quality charcoal and wood vinegar production. It was made of sheet steel. Its body was covered with fiberglass and galvanized steel as an insulator with the size of 1.5 m height and 2 m diameter. There were six exhaust chimneys connecting to a condenser unit for wood vinegar condensation. A raw material for testing efficiency of charcoal production was bamboo. The metal kiln contained about 1446 kg of bamboo with a moisture content of 30%. The process used 279 kg fire wood. It took 27 h for heating up to >600 °C, and cooled down naturally within 15 h. The products were 315 kg bamboo charcoal, 12 kg ash, and 900 L crude bamboo vinegar. There was no unburnt bamboo. In other words they were 24% good bamboo charcoal, 0% unburnt bamboo and 1% ash. Bamboo charcoal characterization followed the ASTM D7582-15 and ASTM D5865-10. Bamboo charcoal showed 8.5% moisture content, 7.7% volatile matters, 81% fixed carbon, 11.3% ash and 30,347 kJ kg−1 heat values.",Volume 47,December 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/47/suppl/C,2
"In Morocco, Law 58/2015 has legalized the connection of photovoltaic systems on the low-voltage grid and the country should probably be adopting the net-metering approach. Since the electricity distributor should only buy a small part of the electricity injected, system over-sizing becomes critical for the investor. In these conditions, it is critical to know the photovoltaic yield generated at any specific Moroccan location. The objective of this study consists on calculating, generating and drawing precise maps of grid-connected photovoltaic DC yields for three silicon technologies (monocrystalline, polycrystalline and amorphous) for all Morocco. For this, (i) we have measured and collected 2466 daily DC yields spread over 20 sites for each of the three technologies and validated three models matching the experimental measurements. Then, (ii) we have selected 1392 representative points covering all Morocco (resolution 0.25°) for which, the three validated models gave the long-term average of photovoltaic DC yields using appropriated input data from Solar Med Atlas. And finally, (iii) we have drawn the long term monthly average of daily PV DC yields maps with the help of ArcGIS set up to use the ordinary kriging method to interpolate between the 1392 points.",Volume 47,December 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/47/suppl/C,2
"This paper briefly discusses the present framework and status of Indian power market and guides through the possible adaptations to accommodate the growing renewable energy (RE) integration into the grid. The participation of RE generators in the wholesale energy market would provide them a platform to optimally manage their generation portfolio which would help them in compensating the high investment cost. The increased competition in the market would eventually bring down the electricity price. The objective of this paper is to identify an ideal framework and optimal bidding mechanism for RE generators (wind energy in particular) to maximize the overall capital gain (social welfare) in the Indian power market. The inputs from various foreign electricity markets having high wind energy penetration have been considered. Recent studies suggest that battery energy storage system (BESS) can play a significant role in handling risks associated with the uncertainties in wind power generation and thus can help in maximizing the revenue for wind farm owners. It can also be instrumental in active/reactive power balancing which will further help in the frequency regulation. The paper probes into the combined wind and battery energy trading, and various bidding strategies in the day-ahead market (DAM), intraday energy market, real-time balancing, and other ancillary markets.",Volume 47,December 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/47/suppl/C,2
"Approximately 3 billion people, most of whom live in Asia, Africa, and the Americas, rely on solid fuels (i.e. wood, crop wastes, dung, charcoal) and kerosene for their cooking needs. Exposure to household air pollution from burning these fuels is estimated to account for approximately 3 million premature deaths a year. Cleaner fuels – such as liquefied petroleum gas, biogas, electricity, and certain compressed biomass fuels – have the potential to alleviate much of this significant health burden. A wide variety of clean cooking intervention programs are being implemented around the world, but very few of these efforts have been analyzed to enable global learning. The Clean Cooking Implementation Science Network (ISN), supported by the U.S. National Institutes of Health (NIH) and partners, identified the need to augment the publicly available literature concerning what has worked well and in what context. The ISN has supported the development of a systematic set of case studies, contained in this Special Issue, examining clean cooking program rollouts in a variety of low- and middle-income settings around the world. We used the RE-AIM (reach, effectiveness, adaptation, implementation, maintenance) framework to coordinate and evaluate the case studies. This paper describes the clean cooking case studies project, introduces the individual studies contained herein, and proposes a general conceptual model to support future planning and evaluation of household energy programs.","Volume 46, Pages 1-122 (October 2018)",October 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/46/suppl/C,3
"The National Biodigester Program (NBP) was established in 2006 to build and maintain household biodigesters in Cambodia. In its first six years, the program installed almost 20,000 biodigesters and established an in-country network of local financiers, construction companies, skilled masons, bioslurry specialists and after-care technicians accessible to rural users in 14 of 24 Cambodian provinces. Since its initial success, the program's adoption rates have stalled despite increasing government support and high rates of user satisfaction. Building on an initial evaluation of the NBP in 2013, this updated assessment identifies multiple changes in its second implementation phase that have undermined the initial momentum of the program. Abrupt interruptions in institutional support, deteriorating supply side services (access to construction agents, masons, repair services) and reduced access to credit for farmers have eroded the service network that the first implementation phase established. Structural changes in the rural economy may also contribute to declining demand. Government support to another biodigester program which offers a lower investment price, but does not provide after-sales services, has also undercut the long-term implementation strategy of the NBP. The paper finds that despite these programmatic changes, the installed biodigesters continue to perform according to expectation and to be maintained and valued by their users, but the future viability of the program remains uncertain.","Volume 46, Pages 1-122 (October 2018)",October 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/46/suppl/C,3
"This paper analyses the Africa Biogas Partnership Program (ABPP) in Kenya, Tanzania and Uganda. ABPP was established in 2009 to promote adoption of biodigesters by rural households in sub-Saharan Africa. We use the RE-AIM framework (Reach, Effectiveness, Implementation, Adoption, Maintenance) with information from literature, internal documents, primary data from user surveys and interviews with sector stakeholders.ABPP was implemented with the primary objective of establishing viable biodigester markets. By 2017, Kenya made most progress toward commercial viability, evidenced by market entry of companies offering prefabricated digesters and establishment of 22 marketing hubs, which link rural organizations with local construction enterprises and finance institutions. In Uganda 5 marketing hubs were established and in Tanzania 7. Between 2009 and 2017 over 27,000 households installed a biodigester, half of them in Kenya. Additional objectives include improving agricultural productivity by using bio-slurry, improving health, reducing deforestation, and improving livelihoods.Households perceive higher crop yields (84%–91% of users), reduced fuel consumption (84%–94% of users), reduced eye problems and respiratory symptoms (45%–91% of users). Benefits most appreciated are “easy cooking” and “saving time and money”. Fuel consumption tests show households with biodigesters use 2.1 to 3.3 fewer tons of wood per year than similar households without biodigesters.The ABPP case study suggests that the program has created a nascent biodigester market in East Africa. The country programs have been dynamic and adaptive, moving along the cycle of market development; however, many challenges remain. For example, while half of the adopters in Kenya exclusively use biogas for cooking, in Uganda and Tanzania fuel stacking is more prevalent, making it more difficult to achieve health and environmental objectives. In addition, high upfront cost, limited access to credit, and lack of maintenance present challenges. In 2016, 27% of biodigesters constructed between 2009 and 2013 were not working. In response, ABPP implemented call centers and launched campaigns to repair non-functioning plants. To ensure long-term viability and increase the likelihood of achieving environmental and health goals, we suggest deeper engagement with governmental and non-governmental stakeholders and a targeted campaign promoting exclusive use.","Volume 46, Pages 1-122 (October 2018)",October 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/46/suppl/C,3
"This paper reviews the experience of a for-profit firm in Rwanda promoting biomass pellets and a fan micro-gasification improved cookstove as a clean cooking alternative to charcoal. Consumers purchase locally produced biomass pellets and receive the improved cookstove on a lease basis. The cost of the pellets and stove(s) is lower than the cost of cooking with charcoal in the urban setting where our study takes place. Inyenyeri has been piloting its business model since 2012. Using data from an ongoing quantitative impact evaluation study, focus group discussions, and a series of key informant interviews, we chronicle the firm's experience with stove choice, pellet production, and marketing, highlighting lessons for the design of private sector-led clean cooking interventions.We find that 38% of households marketed to as part of our ongoing impact evaluation study adopted the pellet and stove system, but that approximately 45% of those who adopted suspended contracts after signing up. The firm's experience with stove choice, pellet production, pricing structures, and customer service strategies have influenced implementation, adoption rates, and scale-up. Customer preferences for specific stove attributes and willingness of stove manufacturers to modify stoves for local conditions have influenced both the firm's choice of stove and customer satisfaction. In 2015 the firm transitioned customers from the Philips stove to the Mimi Moto, a decision which created confusion among consumers, and affected adoption rates. Despite the challenge of establishing and scaling-up pellet production in central Africa, the firm increased production 400% between 2014 and 2017 to reach 800,000 kg/year. Importing and maintaining pelletizing equipment in Rwanda is costly, the supply of feedstock irregualar, and undercapitalization of the firm have affected production. With respect to marketing, after experimenting with a sign-up fee and a minimum monthly purchase of pellets, the firm has decided to transition to a pay-as-you-go system to reduce perceived risk by consumers. A high-level of customer service including in-home visits, free in-home repair, and home delivery of pellets are major innovations. The long pilot phase and the evolutionary nature of the firm's activities illustrate both the complexity of building a market for clean cooking, and the time required to understand nascent markets and consumer demand.","Volume 46, Pages 1-122 (October 2018)",October 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/46/suppl/C,3
"Recent national strategic plans in China have set renewable energy targets for rural household energy programs, including those that advance the production of densified biomass fuels (e.g. pellets, briquettes) for use in household cooking and heating stoves. There is presently very little information on potential barriers to the successful development of densified biomass for household cooking and heating in China, but such knowledge may be informative in settings that aim to replace unprocessed coal and other polluting fuels with renewable, cleaner-burning energy sources. We designed a case study to coordinate data-gathering efforts at rural field sites in southwestern Sichuan province and northeastern Jilin and Heilongjiang provinces, where production of densified biomass fuels is under development for household end-users. We conducted interviews with factory personnel, local administrative leaders, and sector experts involved in the production and distribution of densified fuel, including pellets and briquettes, for household use. Results from our qualitative textual data analysis yielded several recommendations for improving development of densified biomass fuels for household end-use. These included reducing heterogeneity of feedstocks, increasing financial support for operational costs (e.g. collection, transport, and storage of raw materials; storage and distribution of final products), improving household perceptions of and subsequent demand for densified biomass fuels, and increasing enforcement of national and provincial policies banning the use of coal and open-field biomass burning. Collection and storage of raw materials and the final densified fuel product were consistently noted as critical challenges to scaling up production at all three sites. Finally, the perspectives of factory managers and local village administrators that we present also indicated that production of densified biomass fuels would most likely be more successful and reproducible in places where national-level policies are viewed as obligatory.","Volume 46, Pages 1-122 (October 2018)",October 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/46/suppl/C,3
"BackgroundApproximately 80% of Ethiopia's energy consumption is dominated by woody biomass fuel use, resulting in 91.2 million tons of firewood and 4.2 million tons of charcoal consumed annually. Ethiopia's dependency on non-sustainable energy, especially for cooking, has been a major concern for the nation for the past 30 years, contributing to deforestation, climate change, and adverse human health impacts.ObjectivesOur objective was to document the work of Gaia Association and the implementation of the ethanol CleanCook stove in the refugee camp and urban settings of Ethiopia. We then assessed the potential for the scale-up of ethanol as a household fuel.MethodsWe utilized the Reach, Effectiveness, Adoption, Implementation and Maintenance (RE-AIM) framework to evaluate the effectiveness and sustainability of the ethanol cookstove intervention. We obtained secondary data from a variety of sources to evaluate a.) The performance of the CleanCook ethanol stove; b.) Effectiveness of the ethanol cookstove implementation; and, c.) Barriers to scale-up and commercialization of ethanol use as a household fuel. In addition, we conducted primary analysis of qualitative surveys to evaluate the perceptions of the ethanol and adoption of the CleanCook stove.ResultsOur case study results provide critical insight into the 13-year implementation of the CleanCook ethanol stove in Ethiopia. Laboratory tests demonstrate that the CleanCook stove reduces harmful emissions compared to biomass stoves, and preliminary field tests show 24-hour average PM2.5 levels of 200 μg/m3. To-date 8731 CleanCook stoves were distributed to refugee households, while an additional 500 were sold at a subsided price to low-income urban households. CleanCook stove users report the continued use of multiple stoves.ConclusionsThe CleanCook ethanol stove has been implemented as an energy intervention for the vulnerable refugee population in Ethiopia for over 13 years. There has been limited success of a subsidized CleanCook stove among low-income households in Addis Ababa. This case study demonstrates the complexities of promoting a new fuel for household cooking, and the numerous obstacles and stagnations in implementation. Ethanol demonstrates some potential for scale-up and commercialization as a household fuel in Addis Ababa, but it may require simultaneous stabilization of ethanol supply, growth of a city-wide distribution infrastructure, and an affordably priced stove and fuel.","Volume 46, Pages 1-122 (October 2018)",October 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/46/suppl/C,3
"A recently completed randomized controlled study in Nigeria that transitioned pregnant women from traditional fuels to ethanol in their cook stoves demonstrated improved pregnancy outcomes in mothers and children. We subsequently conducted a pilot study of 30 households in Lagos, Nigeria, to determine the acceptability of blended ethanol/methanol as cooking fuel and willingness to pay for the CleanCook stove. A third of the pilot participants expressed a willingness to purchase the stove for the minimum price of 42 USD or more. Fuel sales data suggest sustained, but non-exclusive, use of the CleanCook stove. These results will influence the final design and implementation of a planned 2500 stove commercial pilot that is scheduled to start in Nigeria in August 2018.","Volume 46, Pages 1-122 (October 2018)",October 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/46/suppl/C,3
"BackgroundIn 2007, the Indonesian Government instigated a national program to convert domestic kerosene users to liquefied petroleum gas (LPG) for cooking. This was primarily motivated by the rising cost of kerosene subsidies.ObjectiveTo review the national conversion program and LPG scale up by evaluating its impacts, including assessing sustained changes in cooking behaviour and consequent reductions in exposure to household air pollution (HAP).Methods and data sourcesSearches of peer-review and grey literature in both English and Bahasa Indonesian were conducted and supplemented by interviews with key informants, data from the National Statistics Agency and results from household surveys. The data were extracted and analyzed using an Implementation Science approach.ResultsThe main kerosene to LPG conversion phase took place in highly populated kerosene dependent areas between 2007 and 2012 reaching over 50 million households, approximately two thirds of all households in Indonesia. Since then the drive to expand LPG use has continued at a slower pace, especially in more remote provinces where solid fuel is more widely used. Over 57 million LPG start up kits were distributed as of 2015. Beginning in 2018, the open subsidy for LPG is expected to be replaced by one targeted at lower income households. While the main conversion phase has been highlighted as an example of effective and impressively fast fuel switching at scale, the impact on domestic biomass use remains limited.ConclusionsAddressing HAP and the health impacts associated with kerosene and biomass use was never an objective of the program. Consequently, there is limited evidence of impact in this area, and in hindsight, missed opportunities in terms of influencing cooking behaviour change among biomass users, who are more at risk.","Volume 46, Pages 1-122 (October 2018)",October 2018,https://www.sciencedirect.com/journal/energy-for-sustainable-development/vol/46/suppl/C,3
