abstract,vol_title,date,url,n
"This article uses hourly data on household usage of an in-home display (IHD) in a randomized field experiment to investigate how acquiring information from IHDs affects electricity usage of households. Providing IHDs, which enables households to see a graph of their half-hourly electricity consumption in real time, is a promising policy intervention that corrects for biases associated with inattention and limited information-processing capacity by promoting salience and learning. The immediate effect of providing an IHD is heightened household attention to information on consumption, and the repetition of attention is expected to improve households’ capacity to process information.The estimation results of a simultaneous equation model with discrete choice of hourly IHD usage and continuous hourly consumption of electricity of 501 households living in a southern area of Kyoto, Japan, over 36 days in summer 2012 provide evidence on the effects of real-time information feedback over time. The cumulative usage of IHDs reduced hourly electricity consumption of “energy-using” households whose electricity consumption before the experiment had been far higher than other households. Contrary to the energy-conservation literature, the cumulative usage of IHDs raised electricity consumption of “energy-saving” households whose electricity consumption had been relatively modest before the experiment. This may be due to a “boomerang effect,” which raised electricity usage of well-informed households whose electricity saving had exceeded the optimal saving before obtaining information about their actual usage.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"We consider an overlapping generations (OLG) economy with land as a fixed factor of production and an environmental externality on production in which tax revenue from land rent and/or from other schemes such as labor income, capital income, and production taxation can be used for environmental protection through investment in emission mitigation. We show that, for any given target of stationary stock of pollution, the land rent taxation scheme leads to a higher steady state capital accumulation than the other schemes, and hence the steady state consumption of agents when young under this scheme is also higher than under the others. In addition, under an ambitious mitigation target when the efficiency of the mitigation technology is relatively high compared to the dirtiness of production, the land rent taxation also provides a higher steady state consumption when old, resulting in higher social welfare, than the others. In the second part of the paper, we propose a period-by-periodbalanced budget policy, which includes land rent and capital income taxes with intergenerational transfers, to decentralize the socially optimal allocation during the transitional phase to the social planner's steady state.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"Water shortages worldwide are increasingly managed via supply diversification. Yet efforts to optimise diversification have thus far failed to account for important empirical evidence on habit-driven water demand. To resolve this disconnect, an intertemporal optimisation model is developed to generate a supply portfolio that weights alternative sources of water according to the uncertainty of inflows, supply costs and habit formation. The model demonstrates that failure to account for habit-driven consumption leads to sup-optimal water infrastructure investments with too much emphasis on risky, weather-dependent sources, while weather-independent sources with guaranteed supply are underemphasised. Importantly, the optimal share of safe sources depends critically on how sensitive habit formation is to supply shocks. This implies that the benefits of policies targeting water saving behaviours and investments during periods of low supply extend beyond water conservation to more cost-effective supply portfolios. Empirical results demonstrate the importance of accommodating habit-driven demand within optimal diversification strategies.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"This paper studies the effect of a minimum quality standard, a compulsory labeling scheme, and the combination of both instruments in a vertical differentiation model when not all quality dimensions can be observed by consumers. Both a minimum quality standard for the non-observable quality dimension and a labeling scheme that informs consumers about the non-observable quality dimension increase prices and have no effect on the observable quality dimension or market shares. The combination of a minimum quality standard and a labeling scheme increases both the unobservable and the observable quality dimension, increases prices, and shifts market shares from the high quality firm to the low quality firm. Social welfare is higher under the combination of both instruments than under no regulation, the minimum quality standard or labeling applied as only instrument.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"A salient feature of the Clean Power Plan is that it imposes higher emission rate standards on coal power plants than it does on their natural gas counterparts. In this paper, I examine the consequences of this design feature by modeling a series of tradable performance standard policies. I analyze how fuel-based standard differentiation affects compliance incentives and the regulatory burden on coal stakeholders through three key outcomes: coal usage, coal plant profits, and electricity prices. Analysis of a simple analytic model shows that differentiation, compared to a policy with a uniform standard for all fuel types, always increases coal usage, but price and profit impacts are ambiguous. To quantify these outcomes, I construct and implement a detailed simulation model of the U.S. wholesale electricity market. Simulation results suggest that differentiation increases coal usage modestly, increases coal plant profits well beyond the no-regulation level, and increases electricity prices in almost every region of the country.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"Large firms are becoming increasingly dominant in the natural gas production industry. At the same time, regulators and environmental groups are concerned about potential environmental damage associated with hydraulic fracturing. However, small firms are protected from the full extent of their damages, while large firms must internalize a greater portion of their social costs. This paper examines the effect of firm size and liability on environmental safety in the context of hydraulic fracturing in Pennsylvania's Marcellus Shale across three dimensions of size. Impacts of firm size on safety are found across legal, regulatory, and brand dimensions of size with the largest effects being driven by changes in regulatory liability. These safety gains are sizable as violation rates would be approximately twice as high if firms at remained at 2008 sizes.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"We provide a framework that links the impacts of own and neighboring measures of institutional quality as well as neighboring country environmental regulations on environmental regulation stringency in own country. We estimate a Spatial Panel Durbin model to identify significant determinants of environmental regulations for several European countries. We find no evidence of strategic interaction as the environmental regulations implemented by a neighbor have no significant impact on environmental regulations implemented in the own country. The higher the quality of government institutions in a country, the more stringent the implementation of environmental regulations. Additionally, some institutional quality variables significantly positively impact the stringency of environmental regulations in neighboring countries.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"In this paper, we analyze a duopoly market with investment in abatement technology under environmental regulation. We use a three-stage game where firms invest in a green technology with spillover effects in the first stage, the regulator sets the emission fee in the second stage, and production of the polluting good occurs in the third stage. We analyze two different regulatory regimes: (1) each firm faces the same emission fee (uniform fee), and (2) each firm faces an emission fee dependent on the investment in green technology (type-dependent fee). Firms can differ through their costs of investing in the abatement technology (asymmetric efficiency). We obtain that social welfare is unambiguously higher under the type-dependent regime than otherwise. In addition, we find that the asymmetry in efficiency of investment affects firms’ profits, identifying that efficient (inefficient) firms favor type-dependent (uniform) policy regimes.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"Reallocating water according to its highest marginal value can generate economic gains. However, reallocation of water use often generates third-party effects, or externalities, which prohibit transfers. We develop a spatial-dynamic hydro-economic model to assess the gains from redistributing water across irrigators, taking into account externalities that water use transfers may produce. Water use is optimized across space and time such that return flows in various segments of the watershed do not decrease relative to the flows obtained under current water use. Across a suite of water shortage scenarios in Idaho’s Eastern Snake River Plain, the reallocation of water subject to third party externalities generates an 8–16% increase in aggregate annual profit earned by irrigators, relative to the Prior Appropriation-based allocation. The failure to account for the constraints on reallocation that arise due to externalities overstates the benefits from reallocation by 7%.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"Frequently, housing is the largest item on a household's balance sheet, and therefore making monthly mortgage payments is often both the largest regular expenditure as well as a primary savings vehicle for households. However, changes to economic conditions impact household spending and savings decisions. To investigate the dynamics of this relationship, we examine mortgage payment choices of homeowners who purchased property in areas that later experienced a positive shock to local economic conditions via the shale oil and gas boom. We find that borrowers with properties located in areas with shale oil and gas booms experienced a 6% reduction in the probability of missing a mortgage payment over the period 2007–2014. Indexing these results to the size of the boom, we find that one hundred additional rigs (billion dollars of oil and gas produced) are associated with a 3.2% (1.6%) decrease in default. Additionally, we find differential effects on housing markets across geography, time, loan leverage, and credit risk categories.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"Several previous studies have evaluated the potential greenhouse gas (GHG) benefits of forest biomass energy relative to fossil fuel equivalents over different spatial scales and time frames and applying a variety of methodologies. This paper contributes to this literature through an analysis of multiple projected sources of biomass demand growth in different regions of the world using a detailed intertemporal optimization model of the global forest sector. Given the range of current policies incentivizing bioenergy expansion globally, evaluating the combined global implications of regional bioenergy expansion efforts is critical for understanding the extent to which renewable energy supplied from forest biomass can contribute to various policy goals (including GHG emissions mitigation). Unlike previous studies that have been more regionally focused, this study provides a global perspective, illustrating how large potential demand increases for forest biomass in one or multiple regions can alter future forest management trends, markets, and forest carbon sequestration in key timber supply regions. Results show that potential near term (2015–2030) biomass demand growth in the U.S., Europe, and elsewhere can drive forest resource investment at the intensive and extensive margins, resulting in a net increase in forest carbon stocks for most regions of the world. When the reallocation of biomass away from traditional pulp and sawtimber markets is accounted for, net forest carbon sequestration increases (that stored on the land and in wood products) by 9.4 billion tons CO2 over the near term and 15.4 billion tons CO2 by 2095. Even if most of the increased forest biomass demand arises from one region (e.g., Europe) due to a particularly strong promotion of forest bioenergy expansion, changes in forest management globally in anticipation of this demand increase could result in carbon beneficial outcomes that can be shared by most regions.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"We analyze rig rate formation of floaters operating on the Norwegian Continental Shelf. We first develop a simple bargaining model for rig markets. Then we examine empirically the most important drivers for rig rate formation in the period 1991q4 to 2016q1. We consider reduced form time series models and report conditional point and interval forecasts for rig rates in a reference case based on constant real oil price and with some increase in the capacity utilization. According to our results, rig rates increase very modestly in this reference case. We also consider alternative simulations, e.g., featuring a higher real crude oil price (in 2010 USD) gradually increasing to 100 USD per barrel in 2022q4. In this case, the rig rates become about 41 percent higher in 2022q4 than in the reference case. If in addition capacity utilization increases more rapidly, and to a higher level than in the reference simulation, the rig rate is 48 percent higher. In the last alternative simulation, we explore the effects of opening new Arctic areas for petroleum activity, in which case forecasted rig rates in 2022q4 are 26 percent higher than in the reference simulation.",Volume 53,August 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/53/suppl/C,3
"This paper explores how the dynamic management of a non-renewable resource is affected by an endogenous (i.e., mitigable) risk of expropriation. The time at risk increases with the value of the resource in the ground and decreases with the cost of expropriating the resource. When the risk of expropriation is internalized by the legitimate owner, in the absence of capacity constraints, the resource is depleted faster than it is socially optimal. Interestingly, a marginal improvement in the protection of property rights exacerbates the over-extraction of the resource. In the presence of endogenous capacity constraints, and when property rights are imperfectly protected, both under- and over-extraction are possible. If property rights are relatively strong the resource owner under-invests in extraction capacity and depletes the resource below the socially optimal rate. If property rights are relatively weak the owner over-invests and the resource is over-extracted.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
"Outdoor streetlights are among the highest recurring energy-related expenses faced by municipalities. As a cost-savings measure, many cities have recently made large investments in energy efficient light emitting diode (LED) streetlights. Most LED streetlights produce a different wavelength of light that is often brighter than that produced by existing lights, which has led to high-profile debates on their impacts to the environment, human health, crime, and transportation safety. However, there is a lack of credible empirical evidence on the direction and magnitude of LED streetlight externalities, including their impacts to subjective well-being. To address this knowledge gap, we investigate local externalities of investments in LED streetlights across the 100 largest US counties by population using subjective well-being data from the US CDC Behavioral Risk Factor Surveillance System over 2005–2010. Difference-in-differences results suggest that LED retrofits generate significant positive well-being impacts, varying by respondent demographic characteristics and the number of streetlights replaced. On average, installing LED streetlights generates an externality equivalent to a $477 (6.9%) increase in per capita monthly household income.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
"Based on the empirical evidence that improved environmental quality makes workers more productive, this paper develops a model that pollution abatement can raise firm profitability by enhancing worker productivity. We investigate two types of environmental regulations – government intervention and voluntary regulation, showing that both can induce the collective action of imperfectly competitive firms to abate pollution, which increases their profits as well as social welfare. A pollution tax can prompt a firm to raise output if the productivity gain arising from total pollution reduction offsets the firm's pollution cost. We characterize the optimal pollution tax and demonstrate that the combination of a pollution tax and an output subsidy can lead to the social optimum. Voluntary regulation tends to fully internalize the productivity effect of reduced pollution for firms, although it facilitates firms’ collusion in restricting production. Moreover, we conduct a simulation evaluating the welfare consequences of the two regulations in comparison with the social optimum.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
"We develop a differential game within a general equilibrium framework of carbon sequestration with and without international trade. We characterize the game's equilibrium and demonstrate how a global carbon permit market can be structured to induce the participation of developing countries through the harnessing of their potential to sequester carbon. We show that a permit market with carbon sequestration is mutually welfare improving for developed and developing nations, and that international trade in finished goods and carbon permits lowers the stock of global pollution.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
"In order to better understand the potential for both policy and technological improvements to aid carbon abatement, long-term historical information on the time-path of transition from more traditional to cleaner fuels is useful. This is a relatively understudied element of the fuel switching literature in both developed and emerging economies. This research adds to this literature by examining the adoption time-path of network gas as a heating fuel. We merge a unique dataset on gas network roll-out over time, with other geo-coded data and employ an instrumental variables technique in order to simultaneously model supply and demand. Results indicate a non-linear relationship between the proportion of households using gas as their primary means of central heating and the length of time the network has been in place in each area. Proximity to the gas network, peat bogs, and areas which have banned the consumption of bituminous coal also affect gas connections. Variations in socioeconomic and dwelling characteristics at area level can also help explain connections to the gas network. A better understanding of this variation is crucial in designing targeted policies and can aid network expansion decisions.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
"Biogas production may make an important contribution to multiple policy objectives, i.e. the transition to renewable energy, increased recycling of agricultural waste and reduction in greenhouse gas emission from agriculture. Despite the role of biogas in achieving these wider benefits, the engagement of stakeholders such as farmers has been low and the barriers to their participation in biogas production is not well understood. This study examines farmers’ willingness to participate in a unique, manure-based collective biogas investment based on a discrete choice experiment study of Danish farmers. Our results show that the majority of farmers, including farmers who never considered investing in biogas before and farmers that already participate in conventional biogas plants, are interested in a partnership-based biogas investment (PBI). A mixed logit model with flexible distribution shows that farmers’ participation in PBI is mainly motivated by a moderate number of partner farmers, short distance between the farm and the plant, contract options to sell biogas, an option to cancel the partnership, and free startup consultancy. Farmers are willing to accept a significant reduction in subsidy to acquire favorable aspects of the PBI. A second stage analysis of farmers’ intensity of participation also reveals that an increase in livestock units, involvement in off-farm activity, increase in farm size, and positive view towards investment enhance willingness to supply manure. Linking results from discrete choice and corner solution models, we estimate the average manure supply to a partnership-based biogas plant to be around 96,000 tons/year.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
"In this paper, we examine the use of carbon pricing and an output-based subsidy in a market with imperfect competition. We consider a carbon pricing policy in Alberta's electricity market as a case study. This policy consists of two phases. In the first phase, the carbon price is increased with the output subsidy being based on a fraction of facility-level emission intensity. In the second phase, the output subsidy is altered to be uniform across assets and based on the emissions intensity of an efficient natural gas asset. Using a model of oligopoly competition, we simulate the short-run impacts of the two phases on electricity prices, emissions, and unit and firm-level profitability. We find that the mechanisms by which electricity prices and emissions change in response to carbon pricing differ depending on whether the market is perfectly competitive or oligopolistic. We demonstrate that by differentiating the effective carbon price across technologies, changing the basis of the output subsidy has substantially larger price and emissions effects than increasing the carbon price for all generators. The estimated effects of carbon pricing vary as the firms’ generation portfolios change.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
"Interest in expanding market-based approaches involving intra-pollutant trading (trading “like” pollutants) to allow inter-pollutant trading (trading “dis-similar” pollutants) is growing. Because many pollutants are regulated separately, designing inter-pollutant markets requires considering pre-existing regulatory constraints. We examine the optimal choices of inter- and intra-pollutant trade ratios when (i) some firms generate multiple pollutants affecting different media and (ii) permit caps are sub-optimal, having been exogenously specified by prior regulations. While the first-best outcome is unobtainable in this setting, we find inter-pollutant trading enhances efficiency by offering an additional policy instrument: the inter-pollutant trade ratio. Moreover, adjustments to intra-pollutant trade ratios reflecting the joint production of dis-similar pollutants can enhance efficiency. We also find realistic cases where inter-pollutant trading may universally improve environmental quality, easing concerns that trading across environmental media may harm one medium. An example of nitrogen trading in Pennsylvania’s Susquehanna River Basin illustrates our results.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
"Households make an investment analysis when buying new electrical appliances. Therefore, expectations about future electricity consumption may have an impact on current consumption and investment decisions. Dynamic partial adjustment models of residential electricity demand neglect rational consumer behaviour. In this paper we propose a model for residential electricity demand that allows for forward-looking behaviour. We estimate lead consumption models using two stages least squares fixed effects on a panel of 48 US states between 1995 and 2011. We find that expectations about future consumption have an impact on current consumption decisions. This novel approach may improve our understanding of the dynamics of residential electricity demand and the evaluation of the effects of energy policies.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
"Switching from coal-fired to natural gas-fired generation and increasing the thermal efficiency (energy generated per unit of energy burned) of fossil fuel fired electricity generation plants have been identified as ways of achieving meaningful emission reductions. In this study, we examine the fuel-price responsiveness across gas plant technologies and across the market structures in which the plants operate. We find that there are significant differences in the generation and efficiency responses of gas plants to fuel prices across generation technologies and market structures. Specifically, our results indicate that, regardless of market structure, generation from natural gas combined cycle (NGCC) plants is responsive to both coal and gas prices, but that generation from simple cycle (NGSC) plants only respond to gas prices. On the other hand, with respect to efficiency, we generally find that only NGCC plants operating in deregulated regions show statistically significant efficiency improvements in response to coal price increases and that, generally, neither NGCC or NGSC plants, regardless of market structure, respond in any significant way to gas prices. Finally, using these parameter estimates, we calculate emissions savings from efficiency improvements and fuel-switching possibilities.",Volume 52,May 2018,https://www.sciencedirect.com/journal/resource-and-energy-economics/vol/52/suppl/C,4
